"","ID","Overall.Rating","Program.Expenses","Administrative.Expenses","Fundraising.Expenses","Fundraising.Efficiency","Working.Capital.Ratio..years.","Program.Expenses.Growth","Liabilities.to.Assets","Independent.Voting.Board.Members","No.Material.diversion.of.assets","Audited.financials.prepared.by.independent.accountant","Does.Not.Provide.Loan.s..to.or.Receive.Loan.s..From.related.parties","Documents.Board.Meeting.Minutes","Provided.copy.of.Form.990.to.organization.s.governing.body.in.advance.of.filing","Conflict.of.Interest.Policy","Whistleblower.Policy","Records.Retention.and.Destruction.Policy","CEO.listed.with.salary","Process.for.determining.CEO.compensation","Board.Listed...Board.Members.Not.Compensated","Donor.Privacy.Policy","Board.Members.Listed","Audited.Financials","Form.990","Key.staff.listed","reg_prediction","reg_error"
"3254",3664,79.96,0.764,0.091,0.144,0.19,0.29,-0.086,0.285,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,81.9577832092772,-1.99778320927724
"3255",3665,83.77,0.71,0.16,0.128,0.25,0.31,0.103,0.125,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,84.2594394550242,-0.489439455024183
"3256",3668,97.13,0.796,0.105,0.097,0.12,4.59,0.123,0.013,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,93.598423121417,3.53157687858298
"3257",3670,95.77,0.865,0.05,0.084,0.16,3.6,0.071,0.024,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,93.3593323960481,2.41066760395185
"3258",3671,85.31,0.73,0.12,0.148,0.18,2.87,0.008,0.018,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,84.4494288888767,0.860571111123306
"3259",3672,88.3,0.781,0.092,0.125,0.19,3.99,0.094,0.01,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,85.0859206014993,3.21407939850074
"3260",3673,92.02,0.954,0.016,0.029,0.03,0.45,0.12,0.015,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,95.3943356079884,-3.37433560798837
"3261",3674,86.77,0.656,0.198,0.144,0.19,2.68,0.035,0.046,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,77.1181414511754,9.65185854882458
"3262",3675,88.67,0.696,0.216,0.086,0.08,0.68,0.212,0.196,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,86.9729929297417,1.69700707025828
"3263",3676,94.74,0.885,0.048,0.066,0.06,0.6,0.132,0.105,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,92.1400147711898,2.59998522881017
"3264",3677,92.98,0.858,0.062,0.078,0.06,3.28,0.03,0.025,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,92.4772189859742,0.5027810140258
"3265",3678,90.81,0.783,0.067,0.149,0.13,2.17,0.222,0.049,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,89.0978282608742,1.71217173912578
"3266",3679,83.63,0.896,0.071,0.031,0.02,1.25,0.09,0.11,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,85.2017222343701,-1.57172223437006
"3267",3680,78.6,0.845,0.117,0.036,0.03,4.01,0.042,0.012,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,83.430853213536,-4.83085321353602
"3268",3681,86.67,0.732,0.14,0.127,0.16,3.06,0.063,0.115,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,81.7316480472897,4.93835195271028
"3269",3682,86.43,0.782,0.116,0.101,0.09,0.87,0.229,0.219,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,86.6280319590669,-0.198031959066938
"3270",3683,89.39,0.914,0.045,0.039,0.04,0.94,-0.038,0.093,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.8907701072761,-5.50077010727607
"3271",3684,78.98,0.717,0.165,0.116,0.14,0.51,0.055,0.344,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,75.554458435085,3.42554156491502
"3272",3685,94.07,0.872,0.081,0.045,0.04,1.5,0.17,0.06,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,92.9455459389228,1.12445406107722
"3273",3686,88.26,0.907,0.048,0.043,0.41,0.6,0.059,0.142,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,91.7409490292841,-3.48094902928405
"3274",3687,87.55,0.662,0.198,0.139,0.12,2.72,0.297,0.005,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,86.3939587134242,1.15604128657577
"3275",3688,70.97,0.76,0.205,0.034,0.1,3.47,0.003,0.021,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,73.9410351300828,-2.97103513008275
"3276",3689,78.44,0.915,0.031,0.053,0.2,4.78,0.023,0.053,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,82.5383136158293,-4.09831361582931
"3277",3690,98.23,0.855,0.105,0.038,0.03,0.77,0.389,0.038,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,99.7680236721898,-1.53802367218979
"3278",3691,82.84,0.793,0.196,0.009,0.02,1.71,-0.221,0.55,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,81.1341846761107,1.70581532388925
"3279",3692,93.91,0.9,0.046,0.053,0.03,1.88,0.546,0.247,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,98.5296209661017,-4.61962096610172
"3280",3694,91.15,0.788,0.101,0.109,0.11,1.61,0.087,0.129,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,88.2768436431719,2.87315635682812
"3281",3695,90.1,0.857,0.053,0.089,0.08,1.05,-0.006,0.206,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,88.6708672493339,1.42913275066613
"3282",3696,88.05,0.839,0.082,0.078,0.07,1.61,-0.029,0.028,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,88.8873890683058,-0.837389068305811
"3283",3697,90.95,0.745,0.186,0.067,0.29,6.03,0.074,0.017,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,87.5588274909395,3.39117250906052
"3284",3698,92.21,0.818,0.139,0.041,0.05,6.83,0.113,0.027,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,92.0988220741966,0.111177925803403
"3285",3699,91.22,0.824,0.096,0.079,0.06,1.01,0.115,0.089,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,89.8305112806997,1.38948871930029
"3286",3700,77.4,0.485,0.276,0.238,0.1,7.88,0.18,0.175,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,78.6288455948231,-1.22884559482307
"3287",3702,67.68,0.661,0.164,0.173,0.16,1.67,-0.011,0.013,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,69.8342085554185,-2.15420855541846
"3288",3703,82.25,0.64,0.106,0.252,0.17,6.3,0.084,0.034,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,81.8325551480422,0.417444851957768
"3289",3704,91.14,0.776,0.166,0.057,0.06,7.36,0.071,0.008,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,89.7680040277124,1.37199597228765
"3290",3705,88.13,0.79,0.063,0.146,0.14,7.64,0.004,0.012,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,90.2507587257346,-2.1207587257346
"3291",3706,85.45,0.822,0.094,0.082,0.1,0.46,0.032,0.033,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,86.1611644125528,-0.711164412552748
"3292",3707,70.19,0.459,0.196,0.343,0.23,2.3,0.074,0.406,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,65.7111862757646,4.47881372423541
"3293",3708,87.47,0.591,0.171,0.237,0.1,4.83,0.455,0.043,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,89.1454741522911,-1.67547415229114
"3294",3709,80.79,0.703,0.121,0.174,0.26,0.41,0.06,0.307,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,83.6816974943595,-2.89169749435946
"3295",3710,94.24,0.815,0.141,0.043,0.17,2.96,0.084,0.031,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,90.5339906161034,3.70600938389664
"3296",3711,91.79,0.849,0.045,0.104,0.12,2.24,0.064,0.232,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,91.608716867862,0.181283132138049
"3297",3714,78.49,0.893,0.044,0.062,0.07,0.55,0.121,0.121,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,79.4758903121405,-0.985890312140555
"3298",3716,88.09,0.813,0.088,0.098,0.25,1.11,0.022,0.121,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,87.0169517657151,1.07304823428485
"3299",3717,75.77,0.661,0.315,0.022,0.02,3.44,-0.274,0.009,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,71.1976954737757,4.57230452622429
"3300",3718,90.87,0.901,0.08,0.018,0.11,1.61,0.072,0.121,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,91.6826741981888,-0.812674198188759
"3301",3719,90.36,0.744,0.214,0.04,0.07,1.11,0.123,0.091,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,87.9730611071974,2.38693889280258
"3302",3720,91.8,0.947,0.024,0.028,0.02,0.48,0.041,0.041,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,95.3333045872978,-3.53330458729785
"3303",3721,83.9,0.765,0.144,0.089,0.14,0.81,-0.026,0.067,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,85.301544806463,-1.40154480646301
"3304",3722,91.98,0.805,0.108,0.085,0.08,1.25,0.004,0.08,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,88.583095870966,3.39690412903404
"3305",3723,87.55,0.759,0.065,0.174,0.14,1.04,0.092,0.823,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,82.0912075245802,5.4587924754198
"3306",3724,79.1,0.78,0.141,0.077,0.1,0.6,0.107,0.276,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,77.5125769904735,1.58742300952649
"3307",3725,94,0.905,0.057,0.036,0.04,0.79,0.065,0.088,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,96.1334022314961,-2.13340223149606
"3308",3726,81.17,0.884,0.083,0.032,0.03,0.4,-0.076,0.071,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,84.6793687015466,-3.50936870154655
"3309",3727,91.41,0.806,0.108,0.085,0.08,2.12,0.041,0.214,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,90.8015887495767,0.608411250423288
"3310",3728,96.36,0.844,0.078,0.077,0.07,1.37,0.069,0.046,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,91.6082923714575,4.75170762854246
"3311",3729,92.19,0.827,0.103,0.068,0.06,1.06,0.097,0.034,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,90.3664454169857,1.82355458301433
"3312",3730,88.76,0.812,0.098,0.089,0.1,3.39,0.032,0.31,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,88.8975007639765,-0.137500763976462
"3313",3731,89.76,0.884,0.057,0.058,0.06,0.45,0.08,0.496,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,91.1394186578284,-1.37941865782838
"3314",3732,90.06,0.796,0.122,0.081,0.1,0.75,0.203,0.548,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,89.0740038914393,0.985996108560741
"3315",3733,93.64,0.87,0.084,0.044,0.05,1.14,0.025,0.07,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.5592601958457,-0.919260195845652
"3316",3734,86.27,0.82,0.128,0.05,0.05,0.34,0.034,0.878,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,83.7215300359338,2.54846996406624
"3317",3735,96.45,0.886,0.074,0.038,0.04,1.95,0.075,0.189,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.9351686285813,1.51483137141868
"3318",3736,78.32,0.765,0.1,0.134,0.22,0.51,-0.019,0.502,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,80.6894407297811,-2.36944072978112
"3319",3738,90.54,0.869,0.068,0.061,0.06,0.34,0.023,0.148,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,89.5223550889549,1.01764491104515
"3320",3739,85.23,0.694,0.214,0.091,0.19,2.2,0.054,0.091,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,83.2436436350535,1.98635636494646
"3321",3740,90.97,0.83,0.086,0.082,0.16,0.36,0.065,0.188,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,89.3329826716987,1.63701732830127
"3322",3741,90.32,0.92,0.049,0.03,0.04,1.1,0.009,0.015,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,92.8303361175286,-2.5103361175286
"3323",3742,28.86,0.263,0.016,0.719,0.68,0.15,-0.109,0.195,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,53.6595539560265,-24.7995539560265
"3324",3743,81.19,0.678,0.17,0.151,0.25,3.36,0.008,0.017,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,86.087782043889,-4.89778204388904
"3325",3744,89.49,0.861,0.086,0.051,0.04,0.46,0.017,0.062,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.1127797104776,-4.62277971047763
"3326",3746,93.94,0.813,0.063,0.123,0.12,1.88,0.109,0.153,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,91.6014488342016,2.33855116579838
"3327",3747,94.68,0.762,0.195,0.042,0.03,1.85,0.351,0.124,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,95.770738975504,-1.09073897550398
"3328",3748,94.97,0.868,0.08,0.051,0.05,1.78,0.041,0.028,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,93.4824779713989,1.48752202860112
"3329",3749,89.24,0.885,0.055,0.058,0.07,2.78,0.105,0.271,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,89.0200572783709,0.219942721629096
"3330",3750,91.73,0.799,0.116,0.083,0.19,4.14,0.151,0.012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,89.6607940708204,2.06920592917956
"3331",3751,85.64,0.735,0.204,0.06,0.04,2.57,0.052,0.457,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,82.83859854313,2.80140145686997
"3332",3752,70.58,0.853,0.085,0.06,0.05,3.1,0.02,0.007,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,73.0094152504763,-2.42941525047632
"3333",3753,82.55,0.757,0.144,0.098,0.13,1,0.04,0.03,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,80.1478631719486,2.40213682805141
"3334",3755,100,0.873,0.065,0.06,0.05,2.02,0.167,0.012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,97.1958254294521,2.8041745705479
"3335",3756,81.73,0.865,0.097,0.037,0.04,0.28,-0.071,0.062,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,85.2421276602414,-3.51212766024142
"3336",3757,92.54,0.831,0.056,0.111,0.1,0.91,0.166,0.095,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,93.6717677280715,-1.13176772807151
"3337",3759,82.32,0.8,0.087,0.112,0.1,0.84,0.064,0.406,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,82.3828039530815,-0.0628039530814704
"3338",3760,75.22,0.704,0.17,0.125,0.11,2.36,-0.001,0.074,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,75.0523991850248,0.167600814975174
"3339",3761,78.13,0.738,0.084,0.177,0.31,0.48,0.12,0.023,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,76.6180553458605,1.51194465413951
"3340",3762,87.87,0.88,0.031,0.087,0.09,0.61,0.018,0.372,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,87.905465015078,-0.0354650150779747
"3341",3763,88.26,0.785,0.105,0.109,0.12,1.4,0.044,0.047,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,86.5298941501726,1.73010584982741
"3342",3764,86.56,0.714,0.096,0.189,0.1,3.17,0.049,0.054,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,88.3279625657545,-1.76796256575449
"3343",3765,91.41,0.805,0.074,0.119,0.1,0.74,0.057,0.036,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,91.783546805127,-0.373546805127006
"3344",3766,81.82,0.803,0.072,0.123,0.1,2.04,0.074,0.124,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,81.1985460157184,0.621453984281587
"3345",3767,90.45,0.839,0.051,0.108,0.1,1.18,0.113,0.093,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,89.4548612561579,0.995138743842105
"3346",3768,84.79,0.692,0.148,0.158,0.16,1.15,0.01,0.06,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,86.4450254605221,-1.65502546052205
"3347",3770,86.41,0.824,0.112,0.063,0.07,0.2,0.142,0.561,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,85.5262082669516,0.883791733048412
"3348",3771,80.75,0.818,0.122,0.059,0.06,0.62,0.194,0.024,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,82.1077418152595,-1.35774181525953
"3349",3772,85.94,0.837,0.085,0.077,0.07,0.08,0.078,0.34,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,84.2443158399666,1.69568416003339
